public_sku,manufacturer_mpn,manufacturer,shipping_class,packaged_weight_lb,dimensional_weight_lb,billed_weight_lb,length_in,width_in,height_in,packaging_assumption,dimensional_weight_concerns,suggested_ups_ground_flat,suggested_rate_range,manual_quote_required,shipping_evidence_urls
"VH47R","VH47R","RCA","small","0.2","1","1","5.75","3.8","0.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.2 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VH603RV1","VH603RV1","RCA","small","0.25","1","1","6.75","3.8","1.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.25 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VH606R","VH606R","RCA","small","0.3","1","1","6.7","3.8","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.3 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VH606WHR","VH606WHR","RCA","small","0.35","1","1","6.75","3.8","1.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.35 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VH612R","VH612R","RCA","small","0.48","1","1","7.7","5.8","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.48 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VH625RV","VH625RV","RCA","small","0.85","1","1","8.5","6.25","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.85 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VH66R1","VH66R1","RCA","small","0.2","1","1","3.8","2.75","0.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.2 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VHB6111R","VHB6111R","RCA","small","2.76","2","3","8.75","8.5","2.75","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VHB655R","VHB655R","RCA","small","1.4","1","2","8.13","6.5","2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VHEXT8E","VHEXT8E","RCA","small","0.33","1","1","6.7","4.5","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.33 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VHFC015E","VHFC015E","RCA","small","0.32","1","1","6.6","4.5","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.32 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"C380N","C380N","Eco4life","small","2.2","2","3","17.9","4.1","2.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"84-213","84-213","Stanley","small","0.3","1","1","7.45","3.8","0.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.3 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"AHD10-04290","AHD10-04290","Vericom","small","0.35","1","1","6.25","5.13","1.13","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.35 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"AHD30-04293","AHD30-04293","Vericom","small","1.2","1","2","6.6","6.6","1.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"AHD50-04294","AHD50-04294","Vericom","small","3.41","2","4","8.5","8.3","3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MBW5U-00932","MBW5U-00932","Vericom","medium","19.99","12","20","13.7","13.3","8.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MBW5U-01440","MBW5U-01440","Vericom","medium","19.36","11","20","13.9","13.5","8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MBW5U-01441","MBW5U-01441","Vericom","medium","20.05","11","21","13.5","13.2","8.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MBW5U-01443","MBW5U-01443","Vericom","medium","20.15","12","21","13.7","13.3","8.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MBW5U-01554","MBW5U-01554","Vericom","medium","18.95","12","19","13.9","13.8","8.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MBW6U-00934","MBW6U-00934","Vericom","medium","28.75","17","29","16.1","15.2","9.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MBW6U-01444","MBW6U-01444","Vericom","medium","31.95","17","32","15.7","15.7","9.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MBW6U-01445","MBW6U-01445","Vericom","medium","28.3","17","29","16.4","15.8","9.1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"MKJ6U-01352","MKJ6U-01352","Vericom","small","0.15","1","1","1.3","0.75","0.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.15 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"WTCXC-03634","WTCXC-03634","Vericom","small","1.6","1","2","11","4.75","1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"WTCXS-03631","WTCXS-03631","Vericom","small","0.2","1","1","7.75","3.85","0.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.2 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"WTRJC-03632","WTRJC-03632","Vericom","small","0.6","1","1","10.3","4.1","0.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.6 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"XHD03-04252","XHD03-04252","Vericom","small","0.15","1","1","4","4","0.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.15 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"XHD01-04253","XHD01-04253","Vericom","small","0.16","1","1","6","5","0.75","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.16 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"XHD01-04254","XHD01-04254","Vericom","small","0.25","1","1","6.5","5.5","0.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.25 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"XHD01-04255","XHD01-04255","Vericom","small","0.26","1","1","7","5.25","1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.26 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"XHD01-04260","XHD01-04260","Vericom","small","0.25","1","1","5","5","0.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.25 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"XRG06-02404","XRG06-02404","Vericom","medium","32","16","32","13.2","13","12.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP1008TELTV","TLP1008TELTV","Tripp Lite by Eaton","small","2.75","2","3","13.5","8.3","2.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP1208TELTV","TLP1208TELTV","Tripp Lite by Eaton","small","2.74","2","3","13.7","8.6","2.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"A102-02M","A102-02M","Tripp Lite by Eaton","small","0.18","1","1","7","5.5","0.65","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.18 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"A102-04M","A102-04M","Tripp Lite by Eaton","small","0.25","1","1","6.13","6.13","0.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.25 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"AVR750UNC","AVR750UNC","Tripp Lite by Eaton","medium","18.2","8","19","15.2","10.9","6.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"B118-008E-UHD-2","B118-008E-UHD-2","Tripp Lite by Eaton","small","2.65","3","3","14.2","6.1","3.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 3 lb exceeds supplier estimated ship weight 2.65 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"BC600RNC","BC600RNC","Tripp Lite by Eaton","small","5.9","5","6","12.3","10.3","4.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"ISOBAR6 ULTRA","ISOBAR6 ULTRA","Tripp Lite by Eaton","small","2.91","2","3","11.7","7","3.1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"LC1200","LC1200","Tripp Lite by Eaton","small","9.5","6","10","10.2","8.7","7.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"LC2400","LC2400","Tripp Lite by Eaton","medium","12.6","6","13","10.2","8.8","7.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N001-025-BK","N001-025-BK","Tripp Lite by Eaton","small","0.64","1","1","7.25","7","1.75","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.64 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N001-050-BK","N001-050-BK","Tripp Lite by Eaton","small","1.05","1","2","8.15","6","2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N032-001","N032-001","Tripp Lite by Eaton","small","0.15","1","1","2","1","0.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.15 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N201-007-BL","N201-007-BL","Tripp Lite by Eaton","small","0.21","1","1","6.5","6","0.75","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.21 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N201-007-WH","N201-007-WH","Tripp Lite by Eaton","small","0.33","1","1","7","6.5","1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.33 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N201-014-BL","N201-014-BL","Tripp Lite by Eaton","small","0.5","1","1","6.25","5.5","0.75","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.5 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N201-025-BL","N201-025-BL","Tripp Lite by Eaton","small","0.8","1","1","7","6","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.8 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N201-050-BL","N201-050-BL","Tripp Lite by Eaton","small","1.31","1","2","8","8","2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N201-100-BL","N201-100-BL","Tripp Lite by Eaton","small","2.76","2","3","10","8.5","2.85","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"N201-015-BL","N201-015-BL","Tripp Lite by Eaton","small","0.4","1","1","6.5","6.5","0.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.4 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"P131-06N","P131-06N","Tripp Lite by Eaton","small","0.2","1","1","4","2.75","1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.2 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
