public_sku,manufacturer_mpn,manufacturer,title,source_class,source_domain,response_status,resolution,match_status,rights_status,recommended_action,approval_checkbox,reviewer_status,reviewer_notes
TLP76MSG,TLP76MSG,Tripp Lite by Eaton,7 Out Surge Protector 6FT Cord,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP76MSGB,TLP76MSGB,Tripp Lite by Eaton,6FT 7OUT 1080J Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP808B,TLP808B,Tripp Lite by Eaton,8FT 8OUT 1440J Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP810NET,TLP810NET,Tripp Lite by Eaton,8 Outlet + Phone Lan,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP864USBB,TLP864USBB,Tripp Lite by Eaton,8OUT 6FT Plastic Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP88TUSBB,TLP88TUSBB,Tripp Lite by Eaton,8OUT 8FT Plastic Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
U236-000-R,U236-000-R,Tripp Lite by Eaton,USB 2 Ethernet Adapter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
U436-06N-GBW,U436-06N-GBW,Tripp Lite by Eaton,USB3.1 GEN1C Ethernet Adapter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
DS6101,DS6101,Vtech,Add Handset: VTEDS6151,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
DS6151,DS6151,Vtech,DECT 6.0 2-Line Cordless Phone,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
FL-1000,FL-1000,Winegard,FL-1000 Indoor HD Antenna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
HD8200U,HD8200U,Winegard,Hdtv Antenna Deep Fringe,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TB-0005,TB-0005,Winegard,5FT Swedged Masting,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
WM-2040,WM-2040,Winegard,4IN Galvanized Wall Mount,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
314475,314475,Wilson Electronics,75OHM Wdebnd Directional Antna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
